name,MAG,RS_sum,RP_sum,Completeness,Contamination,size,Domain,Phylum,Class,Order,Family,Genus,Species,category
MAG_121,YL.RP.Si081_bins.metabat2.1.fa.4,7180.027558,25581.00305,84.06,1.76,5.19861125946045,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,JJ008,Unassign,RP sig
MAG_122,YL.RP.Si081_bins.metabat2.1.fa.40,12011.70379,42696.43395,50.86,3.45,3.27379035949707,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas geniculata,RP sig
MAG_123,YL.RP.Si081_bins.metabat2.1.fa.54,18758.52139,51153.60217,83.45,4.46,3.39158630371094,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Unassign,RP sig
MAG_124,YL.RP.Si081_bins.metabat2.1.fa.55,51285.5512,101661.1462,79.34,2.46,3.33738803863525,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Unassign,Unassign,RP sig
MAG_125,YL.RP.Si081_bins.metabat2.1.fa.68,33.147032,489.904096,60.83,0,1.06102275848389,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Unassign,Unassign,Unassign,RP sig
MAG_126,YL.RP.Si081_bins.metabat2.1.fa.88,555.870558,2112.571444,64.25,0,0.833662986755371,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA5946,UBA5946,Unassign,RP sig
MAG_127,YL.RP.Si081_bins.metabat2.1.fa.89,2739.15379,42317.89648,61.21,0,4.22777271270752,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,Unassign,RP sig
MAG_128,YL.RP.Si081_bins.metabat2.1.fa.91,43235.13438,98774.47783,50.03,1.72,4.212238311767578,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Unassign,RP sig
MAG_129,YL.RP.Si081_concoct_16,85138.74777,214665.4251,71.25,7.61,4.23608684539795,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Unassign,Unassign,RP sig
MAG_130,YL.RP.Si081_concoct_44,15846.91762,124814.4177,58.62,4.34,2.70778274536133,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,RP sig
MAG_131,YL.RP.Si081_concoct_56,947.18528,7355.723562,97.19,0.49,6.22734832763672,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Pseudobacter,Unassign,RP sig
MAG_132,YL.RP.Si081_concoct_60,18455.09561,150339.3946,51.88,2.41,3.36276817321777,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas_A,Unassign,RP sig
MAG_133,YL.RP.Si081_concoct_68,3397.092556,24757.69383,98.6,1.05,4.38544654846191,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B,RP
MAG_134,YL.RP.Si083_bins.metabat2.1.fa.15,549.233248,14184.49771,98.5,0.48,6.33566379547119,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E chlororaphis_F,RP sig
MAG_135,YL.RP.Si083_bins.metabat2.1.fa.16,15434.34714,130525.728,75.52,0,0.845273017883301,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,Unassign,Unassign,RP sig
MAG_136,YL.RP.Si083_bins.metabat2.1.fa.19,13773.7103,60778.10905,71.26,0.55,1.99837970733643,Bacteria,Firmicutes,Bacilli,Bacillales_D,Amphibacillaceae,Terribacillus,Terribacillus saccharophilus,RP sig
MAG_137,YL.RP.Si083_bins.metabat2.1.fa.26,31735.078,235911.0471,50.86,3.45,2.72524166107178,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium meliloti_A,RP sig
MAG_138,YL.RP.Si083_bins.metabat2.1.fa.27,205620.885,339694.0032,85.58,3.91,3.49985504150391,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Agromyces,Unassign,RP
MAG_139,YL.RP.Si083_bins.metabat2.1.fa.33,920.60385,18278.37044,75.01,0.79,3.19655799865723,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia cowanii,RP sig
MAG_140,YL.RP.Si083_bins.metabat2.1.fa.34,66143.72969,218934.7683,75.34,5.17,4.25716209411621,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,CADEED01,Unassign,RP sig
MAG_141,YL.RP.Si083_bins.metabat2.1.fa.42,1500.382986,3412.626536,70.37,0,1.29319477081299,Bacteria,Patescibacteria,Saccharimonadia,UBA4664,UBA4664,Unassign,Unassign,RP
MAG_142,YL.RP.Si083_bins.metabat2.1.fa.55,36167.06942,60999.19585,94.04,3.15,3.47541999816895,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus_P,Unassign,RP
MAG_143,YL.RP.Si083_concoct_13,62819.95502,190805.401,56.76,2.63,5.73853778839111,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,PMG-095,Unassign,RP sig
MAG_144,YL.RP.Si083_concoct_68,32727.69131,129977.5119,85.35,5,8.17789936065674,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,PMG-095,Unassign,RP sig
MAG_145,YL.RP.Si090_bins.005.maxbin,24033.5952,110615.7161,56.28,0.13,3.67866802215576,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus polysaccharolyticus,RP sig
MAG_146,YL.RP.Si090_bins.019.maxbin,78181.28722,179802.4074,65.22,1.97,2.08444595336914,Bacteria,Firmicutes,Bacilli,Bacillales_B,DSM-1321,Peribacillus,Peribacillus frigoritolerans,RP sig
MAG_147,YL.RP.Si090_bins.metabat2.1.fa.13,30630.61669,118876.6631,53.45,0,2.76707077026367,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus halotolerans,RP sig
MAG_148,YL.RP.Si090_bins.metabat2.1.fa.19,23275.10879,49596.99048,66.99,1.38,2.00336265563965,Bacteria,Firmicutes,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus barbaricus,RP sig
MAG_149,YL.RP.Si090_bins.metabat2.1.fa.29,34649.40027,67217.52657,55.48,1.23,2.30984306335449,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,JACDAZ01,Unassign,RP sig
MAG_150,YL.RP.Si090_bins.metabat2.1.fa.33,53431.58539,104455.7766,72.81,3.51,3.50732707977295,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Unassign,RP
MAG_151,YL.RP.Si090_bins.metabat2.1.fa.34,39437.68041,125889.3914,65.46,2.93,3.56049251556396,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Variovorax,Variovorax soli,RP sig
MAG_152,YL.RP.Si090_bins.metabat2.1.fa.5,2391.35128,13843.39386,96.14,0.7,5.99191665649414,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter xylosoxidans,RP sig
MAG_153,YL.RP.Si090_bins.metabat2.1.fa.7,19219.80189,48561.82052,57.47,3.68,1.85758781433105,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Unassign,RP sig
MAG_154,YL.RP.Si090_bins.metabat2.1.fa.75,12040.8575,33871.9712,62.04,0,0.946755409240723,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,PMNU01,Unassign,RP sig
MAG_155,YL.RP.Si090_concoct_39,117258.594,316338.823,81.37,3.37,4.65746116638184,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp009858265,RP sig
MAG_156,YL.RP.Si090_concoct_57,63022.09073,180032.7973,88.84,4.86,8.09599304199219,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,PMG-095,Unassign,RP sig
MAG_157,YL.RP.Si090_concoct_75,7049.196598,30784.97962,88.37,0.86,4.36879444122314,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas geniculata,RP sig
MAG_158,YL.RP.Si214_bins.048.maxbin,25598.0015,35305.45609,64.19,0.64,4.3497953414917,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Unassign,RP
MAG_159,YL.RP.Si214_bins.050.maxbin,72505.64928,161943.7752,51.72,3.45,2.53131198883057,Bacteria,Firmicutes,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,Unassign,RP
MAG_160,YL.RP.Si214_bins.073.maxbin,12462.77869,18787.11635,51.55,4.69,0.835633277893066,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA5946,Unassign,Unassign,RP sig
MAG_161,YL.RP.Si214_bins.metabat2.1.fa.1,8226.271074,85572.36864,51.72,0,6.8641471862793,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,Unassign,RP sig
MAG_162,YL.RP.Si214_bins.metabat2.1.fa.25,6671.143878,53358.87671,91.28,0.87,3.65505695343018,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales_A,Rhizobiaceae_A,Phyllobacterium,Phyllobacterium sp900471815,RP sig
MAG_163,YL.RP.Si214_bins.metabat2.1.fa.31,22227.59145,61238.6341,74.51,3.42,2.53613758087158,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium_A,Unassign,RP sig
MAG_164,YL.RP.Si214_bins.metabat2.1.fa.54,1834.958138,4471.162104,69.31,4.95,1.4385461807251,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,PMNU01,Unassign,RP sig
MAG_165,YL.RP.Si214_bins.metabat2.1.fa.65,34637.8759,250466.4623,51.21,0.86,2.38190174102783,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassign,RP sig
MAG_166,YL.RP.Si214_bins.metabat2.1.fa.66,21870.95575,84789.87959,85.29,1.82,2.99324512481689,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassign,Unassign,RP sig
MAG_167,YL.RP.Si214_concoct_9,154818.0389,294494.6354,58.12,3.8,5.94071388244629,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Kribbellaceae,Kribbella,Unassign,RP sig
MAG_168,YL.RP.Si248_bins.059.maxbin,8692.820882,38073.98552,53.56,4.35,1.11662864685059,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,Unassign,Unassign,RP sig
MAG_169,YL.RP.Si248_bins.metabat2.1.fa.26,12576.81082,122994.4874,90.71,2.01,3.82406234741211,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas_A,Unassign,RP sig
MAG_170,YL.RP.Si248_bins.metabat2.1.fa.65,815.600722,16208.79268,94.9,0.81,4.30460834503174,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter mori,RP
MAG_171,YL.RP.Si248_bins.metabat2.1.fa.7,115373.948,37771.04145,52.33,1.94,2.29643535614014,Bacteria,Desulfobacterota_B,Binatia,UBA9968,UBA9968,WHTF01,Unassign,RS sig
MAG_172,YL.RP.Si248_concoct_49,29566.70211,105739.0806,72.06,5.75,3.08244132995605,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unassign,Unassign,RP sig
MAG_173,YL.RP.Si248_concoct_64,10499.89742,32340.17985,56.55,1.61,0.884966850280762,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,EFPC-124,EFPC-124,Unassign,RP sig
MAG_174,YL.RP.Si249_bins.metabat2.1.fa.10,1782.276518,17429.83211,94.7,0.82,3.61163711547852,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,RP sig
MAG_175,YL.RP.Si249_bins.metabat2.1.fa.11,10131.48008,30200.39656,53.17,0,0.867500305175781,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,Unassign,Unassign,RP sig
MAG_176,YL.RP.Si249_bins.metabat2.1.fa.14,14676.19634,113207.471,67.41,0,3.78082466125488,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia nematodiphila,RP
MAG_177,YL.RP.Si249_bins.metabat2.1.fa.25,18884.59535,196286.671,90.3,4.54,5.34156894683838,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium,Neorhizobium huautlense,RP sig
MAG_178,YL.RP.Si249_bins.metabat2.1.fa.33,10020.18884,110971.4495,65.52,0,3.91046047210693,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,RP sig
MAG_179,YL.RP.Si249_bins.metabat2.1.fa.34,182950.5404,48169.48463,59.22,4.01,1.98159599304199,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SG8-39,SCGC-AG-212-J23,Unassign,RS sig
MAG_180,YL.RP.Si249_bins.metabat2.1.fa.40,64225.0392,419241.6289,71.22,3.54,4.24546432495117,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium meliloti_A,RP sig
MAG_181,YL.RP.Si249_bins.metabat2.1.fa.42,692.929878,15880.85598,98.09,0.87,4.37356662750244,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea stewartii,RP sig
MAG_182,YL.RP.Si249_concoct_62,949497.7758,3019772.922,81.58,4.35,8.55460834503174,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Lentzea,Unassign,RP sig
MAG_183,YL.RP.Si268_bins.040.maxbin,12752.01145,31617.64164,65.52,1.72,2.18812656402588,Bacteria,Firmicutes,Bacilli,Bacillales_G,Fictibacillaceae,Fictibacillus,Fictibacillus barbaricus,RP sig
MAG_184,YL.RP.Si268_bins.metabat2.1.fa.1,2546.26261,34651.14586,75.71,0,0.334893226623535,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Phytoplasma,Phytoplasma tritici,RP
MAG_185,YL.RP.Si268_bins.metabat2.1.fa.18,32861.21131,100587.8696,64.41,2.85,2.36190223693848,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassign,Unassign,RP sig
MAG_186,YL.RP.Si268_bins.metabat2.1.fa.27,43669.54022,308363.3617,65.15,2.78,3.64250946044922,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium meliloti_A,RP sig
MAG_187,YL.RP.Si268_bins.metabat2.1.fa.43,13949.20969,132176.1041,67.24,0,3.80118465423584,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,RP sig
MAG_188,YL.RP.Si268_bins.metabat2.1.fa.48,1228.299966,3713.26471,69.31,0.99,1.08968448638916,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,PMNU01,Unassign,RP sig
MAG_189,YL.RP.Si268_bins.metabat2.1.fa.52,1276.83788,4530.638362,65.52,0,0.881678581237793,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,PMNU01,Unassign,RP
MAG_190,YL.RP.Si268_bins.metabat2.1.fa.57,11806.46798,34094.11276,54.68,0.93,0.820236206054688,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA4665,Unassign,Unassign,RP sig
MAG_191,YL.RP.Si268_concoct_42,26287.27886,195145.5255,57.88,2.01,2.65393161773682,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Variovorax,Unassign,RP sig
MAG_192,YL.RS.1488_bins.058.maxbin,124750.9888,39355.46813,59.28,1.83,3.03207206726074,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,Unassign,Unassign,RS sig
MAG_193,YL.RS.1488_bins.metabat2.1.fa.25,85540.32881,10676.20449,86.14,1.46,2.77384090423584,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,SCSIO-52915,Unassign,RS sig
MAG_194,YL.RS.1488_bins.metabat2.1.fa.3,55596.92199,124790.0663,97.88,4.09,5.32987689971924,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pseudorivibacter,Pseudorivibacter rhizosphaerae,RP sig
MAG_195,YL.RS.1488_bins.metabat2.1.fa.45,402526.1843,83488.7573,77,0.66,3.97123432159424,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAS01,Unassign,RS sig
MAG_196,YL.RS.1488_bins.metabat2.1.fa.56,75230.78406,41865.46272,64.29,0.31,1.78283977508545,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter,Unassign,RS sig
MAG_197,YL.RS.1488_bins.metabat2.1.fa.7,287960.8448,62154.29594,92.16,3.9,3.7386531829834,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SG8-39,SCGC-AG-212-J23,Unassign,RS sig
MAG_198,YL.RS.1488_concoct_1,182354.0504,76436.94784,57.92,4.31,5.28124713897705,Bacteria,Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,Longimicrobiaceae,Longimicrobium,Unassign,RS sig
MAG_199,YL.RS.1488_concoct_2,55069.43945,16011.48014,93.07,2.56,2.31592273712158,Bacteria,Actinobacteriota,UBA4738,CADDZG01,WHSQ01,Unassign,Unassign,RS sig
MAG_200,YL.RS.348_bins.metabat2.1.fa.21,1313938.382,181208.816,71.81,3.22,4.93728446960449,Bacteria,Chloroflexota,UBA6077,UBA6077,CF-72,Unassign,Unassign,RS sig
MAG_201,YL.RS.348_concoct_6,299527.8423,68984.94479,54.99,1.71,3.02321624755859,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,CSP1-6,AR12,Unassign,RS sig
MAG_202,YL.RS.9_bins.008.maxbin,170929.0828,406940.2132,79.69,9.17,1.13083362579346,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,Unassign,Unassign,RP sig
MAG_203,YL.RS.9_bins.012.maxbin,712463.6255,92960.17524,87.69,5.13,5.92252254486084,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,PSRF01,Unassign,RS sig
MAG_204,YL.RS.9_bins.metabat2.1.fa.16,6372.557316,20095.47746,54.42,0,0.781222343444824,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,Unassign,Unassign,RP
MAG_205,YL.RS.977_bins.metabat2.1.fa.12,843211.1271,99792.66332,95.45,3.73,6.81465530395508,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA12294,Unassign,RS sig
MAG_206,YL.RS.995_bins.038.maxbin,29923.42825,15474.3539,54.91,0.63,2.10469150543213,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter_B,Unassign,RS sig
MAG_207,YL.RS.995_bins.metabat2.1.fa.13,100810.4746,12043.70328,57.59,1.32,2.30773067474365,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,SCSIO-52915,Unassign,RS sig
MAG_208,YL.RS.995_bins.metabat2.1.fa.36,251593.1334,95187.10039,56.33,0.91,2.41917133331299,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_C,Unassign,RS sig
MAG_209,YL.RS.995_bins.metabat2.1.fa.49,182500.5197,34743.3541,72.41,0.64,3.74702739715576,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,PWU20,Unassign,RS sig
MAG_210,YL.RS.995_bins.metabat2.1.fa.50,126199.8334,38254.84575,76.17,4.24,3.95468044281006,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Unassign,RS sig
MAG_211,YL.RS.995_bins.metabat2.1.fa.52,58985.29025,18878.43162,95.51,0.99,3.24278926849365,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,JJ008,Unassign,RS sig
MAG_212,YL.RS.995_bins.metabat2.1.fa.64,166291.3533,43044.38717,76.74,6.55,3.57007312774658,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA12294,Unassign,RS sig
MAG_213,YL.RS.Si032_bins.metabat2.1.fa.107,16476.70894,12677.93252,75.94,5.93,5.09853649139404,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Unassign,RS
MAG_214,YL.RS.Si032_bins.metabat2.1.fa.119,31943.94518,21388.39532,83.29,1.11,3.51595020294189,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,JJ008,Unassign,RS sig
MAG_215,YL.RS.Si032_bins.metabat2.1.fa.145,132104.5282,276468.9354,59.2,1.72,4.88177394866943,Bacteria,Firmicutes,Bacilli,Bacillales_B,DSM-18226,Neobacillus,Unassign,RP sig
MAG_216,YL.RS.Si032_bins.metabat2.1.fa.158,77395.53956,13402.39883,80.11,3.9,4.6930685043335,Bacteria,Acidobacteriota,Blastocatellia,RBC074,Unassign,Unassign,Unassign,RS sig
MAG_217,YL.RS.Si032_bins.metabat2.1.fa.167,12765.23153,6634.250768,54.24,2.2,2.53199100494385,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,Unassign,Unassign,RS sig
MAG_218,YL.RS.Si032_bins.metabat2.1.fa.185,25810.89652,9046.237394,57.02,1.1,2.00715065002441,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,JACDDX01,Unassign,RS sig
MAG_219,YL.RS.Si032_bins.metabat2.1.fa.204,72405.0996,24198.39548,84.27,8.12,5.2531852722168,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,WLNW01,Unassign,Unassign,RS sig
MAG_220,YL.RS.Si032_bins.metabat2.1.fa.208,40004.24855,7715.738634,75.11,3.59,2.3803596496582,Bacteria,Actinobacteriota,UBA4738,Unassign,Unassign,Unassign,Unassign,RS sig
MAG_221,YL.RS.Si032_bins.metabat2.1.fa.21,71121.58471,18563.32319,70.3,2.97,3.02652168273926,Bacteria,Chloroflexota,Dehalococcoidia,Tepidiformales,Tepidiformaceae,JACRBT01,Unassign,RS sig
MAG_222,YL.RS.Si032_bins.metabat2.1.fa.211,37952.13072,13243.46082,51.72,3.45,4.91381549835205,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,WLNW01,Unassign,Unassign,RS sig
MAG_223,YL.RS.Si032_bins.metabat2.1.fa.224,53909.96957,111686.1853,75.13,4.49,5.69450187683105,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Chryseolinea,Unassign,RP sig
MAG_224,YL.RS.Si032_bins.metabat2.1.fa.231,22848.17021,11680.30046,89.81,0.93,2.71376514434814,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,55-13,Unassign,RS sig
MAG_225,YL.RS.Si032_bins.metabat2.1.fa.242,1875.413268,2115.954296,52.11,0,0.332569122314453,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales_A,Enterobacteriaceae_A,Buchnera,Unassign,RP sig
MAG_226,YL.RS.Si032_bins.metabat2.1.fa.246,42428.40584,12477.19662,77.54,8.97,4.8126049041748,Bacteria,Acidobacteriota,Acidobacteriae,20CM-2-55-15,20CM-2-55-15,DSPE01,Unassign,RS sig
MAG_227,YL.RS.Si032_bins.metabat2.1.fa.247,39156.96788,5631.173614,89.77,1.99,3.87411880493164,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,Unassign,Unassign,RS sig
MAG_228,YL.RS.Si032_bins.metabat2.1.fa.256,93686.97733,15367.66106,57.89,1.49,4.49071025848389,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,SXOA01,Unassign,RS sig
MAG_229,YL.RS.Si032_bins.metabat2.1.fa.278,22952.91083,8748.003142,76.84,7.56,3.36382675170898,Bacteria,Desulfobacterota_B,Binatia,UBA9968,UBA9968,DP-20,Unassign,RS sig
MAG_230,YL.RS.Si032_bins.metabat2.1.fa.280,21315.51347,8702.304404,76.23,1.89,3.4657735824585,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,Unassign,Unassign,Unassign,RS sig
MAG_231,YL.RS.Si032_bins.metabat2.1.fa.284,11833.14764,4112.955572,77.93,2.56,2.87735939025879,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Unassign,Unassign,Unassign,RS sig
MAG_232,YL.RS.Si032_bins.metabat2.1.fa.288,23745.5592,65291.89222,65.42,2.64,3.68568420410156,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Kalu-18,Unassign,RP sig
MAG_233,YL.RS.Si032_bins.metabat2.1.fa.290,59946.51566,15160.54992,76.31,0.85,2.40556335449219,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,OLB17,Unassign,RS sig
MAG_234,YL.RS.Si032_bins.metabat2.1.fa.304,47830.30076,21182.56649,65.33,2.91,5.54010009765625,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,SIAJ01,Unassign,RS sig
MAG_235,YL.RS.Si032_bins.metabat2.1.fa.346,15909.4409,6265.072498,56.3,2.63,3.54006481170654,Bacteria,Acidobacteriota,Unassign,Unassign,Unassign,Unassign,Unassign,RS sig
MAG_236,YL.RS.Si032_bins.metabat2.1.fa.352,9188.687106,4168.089538,53.51,3.51,3.60302066802979,Bacteria,Tectomicrobia,Entotheonellia,Entotheonellales,Entotheonellaceae,Unassign,Unassign,RS sig
MAG_237,YL.RS.Si032_bins.metabat2.1.fa.378,41766.79638,14817.29356,88.05,0.99,4.06219005584717,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Unassign,RS sig
MAG_238,YL.RS.Si032_bins.metabat2.1.fa.379,162268.1132,36235.14119,67.96,1.82,4.20368766784668,Bacteria,Chloroflexota,Dehalococcoidia,DSGV01,DSGV01,Unassign,Unassign,RS sig
MAG_239,YL.RS.Si032_bins.metabat2.1.fa.385,167.204566,2403.637466,95.64,1.47,3.63357257843018,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea eucrina,RP sig
MAG_240,YL.RS.Si032_bins.metabat2.1.fa.400,50101.94183,11229.05987,83.98,6.13,5.23550033569336,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,UBA6265,JACCYX01,Unassign,RS sig
